wmi	make	country	region	source	all_makes
SAF	ERF TRUCKS			WIKI	
SAH	HONDA	UNITED KINGDOM		VININFO	
SAJ	JAGUAR	UNITED KINGDOM	EUROPE	VININFO	
SAL	LAND ROVER	UNITED KINGDOM	EUROPE	VININFO	
SAM	ROVER	UNITED KINGDOM		VINGO	
SAR	ROVER	UNITED KINGDOM		VININFO	
SAT	TRIUMPH	UNITED KINGDOM	EUROPE	VININFO	
SAX	ROVER	UNITED KINGDOM	EUROPE	VININFO	
SAY	NORTON MOTORCYCLES			WIKI	
SAZ	ROVER	UNITED KINGDOM		VINGO	
SB1	TOYOTA	UNITED KINGDOM		VININFO	
SB2	SCHIFFNER & SCHMITZ	GERMANY	EUROPE	KBA	
SB3	SCHELPMEIER	GERMANY	EUROPE	KBA	
SB4	STENTRUP	GERMANY	EUROPE	KBA	
SB5	SCHERER, GEISLINGEN	GERMANY	EUROPE	KBA	
SB6	SINGLER	GERMANY	EUROPE	KBA	
SB7	SCHULTZ	GERMANY	EUROPE	KBA	
SB8	SCHEPP	GERMANY	EUROPE	KBA	
SB9	SCHOELCH	GERMANY	EUROPE	KBA	
SBB	BL CARS	GERMANY	EUROPE	KBA	
SBC	FORD	UNITED KINGDOM		VINGO	
SBF	NUGENT (TRAILER)			WIKI	
SBJ	LEYLAND BUS			WIKI	
SBL	DAF	UNITED KINGDOM		VINGO	
SBM	MCLAREN			VININFO	
SBP	BL CARS	GERMANY	EUROPE	KBA	
SBS	SCAMMELL			WIKI	
SBU	UNITED TRAILERS (TRUCK TRAILER)			WIKI	
SBV	KENWORTH & PETERBILT TRUCKS MADE BY LEYLAND TRUCKS			WIKI	
SBW	WEIGHTLIFTER BODIES (TRUCK TRAILER)			WIKI	
SC0	ERBISDORF	GERMANY	EUROPE	KBA	
SC1	SCHIMSKE	GERMANY	EUROPE	KBA	
SC2	STAHA	GERMANY	EUROPE	KBA	
SC3	SCHNELLE	GERMANY	EUROPE	KBA	
SC4	SCHWINGE	GERMANY	EUROPE	KBA	
SC5	SCHEUBECK	GERMANY	EUROPE	KBA	
SC6	INEOS AUTOMOTIVE	GERMANY	EUROPE	KBA	
SC7	SCHLUMBOHM U.ROHDE	GERMANY	EUROPE	KBA	
SC8	SCHRAY	GERMANY	EUROPE	KBA	
SC9	SAXXON ROADSTERS	GERMANY	EUROPE	KBA	
SCA	ROLLS-ROYCE	UNITED KINGDOM	EUROPE	VININFO	
SCB	BENTLEY	UNITED KINGDOM	EUROPE	VININFO	
SCC	LOTUS CARS	UNITED KINGDOM	EUROPE	VININFO	
SCD	RELIANT MOTORS			WIKI	
SCE	DELOREAN			VININFO	
SCF	ASTON MARTIN LAGONDA LIMITED	UNITED KINGDOM	EUROPE	VININFO	
SCG	TRIUMPH	UNITED KINGDOM		VINGO	
SCK	WILLIAMS	GERMANY	EUROPE	KBA	
SCM	COLES CRANES	GERMANY	EUROPE	KBA	
SCN	COMPAIR HOLMAN	GERMANY	EUROPE	KBA	
SCR	LONDON ELECTRIC VEHICLE COMPANY & LONDON TAXI COMPANY & LONDON TAXIS INTERNATIONAL			WIKI	
SCS	NORTON	GERMANY	EUROPE	KBA	
SCT	RICE	GERMANY	EUROPE	KBA	
SCV	VOLVO TRUCKS	UNITED KINGDOM		VINGO	
SCX	LF HARRIS	GERMANY	EUROPE	KBA	
SCY	SINCLAIR	GERMANY	EUROPE	KBA	
SCZ	INGERSOLL-RAND	GERMANY	EUROPE	KBA	
SD0	TECH	GERMANY	EUROPE	KBA	
SD1	SERRA MASCHINENBAU	GERMANY	EUROPE	KBA	
SD2	BAUR	GERMANY	EUROPE	KBA	
SD3	SAUTTER	GERMANY	EUROPE	KBA	
SD4	SKYJACK	GERMANY	EUROPE	KBA	
SD5	UM MOTORCYCLES	GERMANY	EUROPE	KBA	
SD6	SCHRIFT & WERBUNG	GERMANY	EUROPE	KBA	
SD7	ASTON MARTIN	UNITED KINGDOM	EUROPE	VINGO	
SD8	SPEED	GERMANY	EUROPE	KBA	
SD9	STINDT	GERMANY	EUROPE	KBA	
SDA	CHRYSLER	UNITED KINGDOM		VINGO	
SDB	PEUGEOT UK			VININFO	
SDC	SDC TRAILERS LTD. (TRUCK TRAILER)			WIKI	
SDD	DODGE	UNITED KINGDOM		VINGO	
SDF	DODGE			VINGO	
SDG	RENAULT TRUCKS			VINGO	
SDK	CATERHAM CARS			WIKI	
SDL	TVR ENGINEERING	GERMANY	EUROPE	KBA	
SDP	MG	UNITED KINGDOM		VINGO	
SDU	UTILITY (TRUCK TRAILER)			WIKI	
SE1	SOLLER	GERMANY	EUROPE	KBA	
SE2	SPEWI	GERMANY	EUROPE	KBA	
SE3	SKODA			VINGO	
SE4	SKODA			VINGO	
SE5	STENGELE, BIELEFELD	GERMANY	EUROPE	KBA	
SE6	JOCHEN SOMMER	GERMANY	EUROPE	KBA	
SE7	STETTER,G.	GERMANY	EUROPE	KBA	
SE8	SAXAS	GERMANY	EUROPE	KBA	
SE9	TRAILER	GERMANY	EUROPE	KBA	
SED	OPEL	UNITED KINGDOM		VININFO	
SEG	RENAULT TRUCKS	UNITED KINGDOM	EUROPE	VINGO	
SEP	DON-BUR (TRUCK TRAILER)			WIKI	
SEY	LDV			VININFO	
SF0	SANY	GERMANY	EUROPE	KBA	
SF1	SCHÄFER-TECHNIC	GERMANY	EUROPE	KBA	
SF2	SEITZ	GERMANY	EUROPE	KBA	
SF3	STAPEL	GERMANY	EUROPE	KBA	
SF4	STUMPF	GERMANY	EUROPE	KBA	
SF5	SAWIKO	GERMANY	EUROPE	KBA	
SF6	STRASSENTEST	GERMANY	EUROPE	KBA	
SF7	SAHM	GERMANY	EUROPE	KBA	
SF8	S&Ü	GERMANY	EUROPE	KBA	
SF9	SPECTRA	GERMANY	EUROPE	KBA	
SFA	FORD	UNITED KINGDOM		VININFO	
SFD	ALEXANDER DENNIS			VININFO	
SFE	ALEXANDER DENNIS UK			WIKI	
SFL	LYNTON	GERMANY	EUROPE	KBA	
SFN	FODEN TRUCKS			WIKI	
SFR	CRANE FRUEHAUF	GERMANY	EUROPE	KBA	
SFY	BRENDON	GERMANY	EUROPE	KBA	
SFZ	TESLA	UNITED STATES	EUROPE	VINGO	
SG0	SILEO	GERMANY	EUROPE	KBA	
SG1	SEKA	GERMANY	EUROPE	KBA	
SG2	STOOF	GERMANY	EUROPE	KBA	
SG3	SCHULER SPEZIALFAHRZEUGE	GERMANY	EUROPE	KBA	
SG4	SCHULTES	GERMANY	EUROPE	KBA	
SG5	SPEEDBRAIN	GERMANY	EUROPE	KBA	
SG6	SPROLL	GERMANY	EUROPE	KBA	
SG7	SYSTRAC	GERMANY	EUROPE	KBA	
SG8	SCHWEITZER	GERMANY	EUROPE	KBA	
SG9	SIGHTSEEING TRAINS RÜGEN	GERMANY	EUROPE	KBA	
SGA	AVONDALE (CARAVANS)			WIKI	
SGB	BAILEY (CARAVANS)			WIKI	
SGD	SWIFT GROUP LTD. (CARAVANS)			WIKI	
SGE	ELDDIS (CARAVANS)			WIKI	
SGL	LUNAR CARAVANS LTD.			WIKI	
SGN	SANDHURST	GERMANY	EUROPE	KBA	
SGU	SPRITE	GERMANY	EUROPE	KBA	
SH0	SENNEBOGEN	GERMANY	EUROPE	KBA	
SH1	SCHWANENGEL	GERMANY	EUROPE	KBA	
SH2	SCHWING	GERMANY	EUROPE	KBA	
SH3	SCHENK FAHRZEUGBAU	GERMANY	EUROPE	KBA	
SH4	STOTZ	GERMANY	EUROPE	KBA	
SH6	SCHELL	GERMANY	EUROPE	KBA	
SH7	SACKMANN	GERMANY	EUROPE	KBA	
SH8	SATELLITE	GERMANY	EUROPE	KBA	
SH9	SCM FAHRZEUGBAU	GERMANY	EUROPE	KBA	
SHH	HONDA	UNITED KINGDOM	EUROPE	VININFO	
SHR	HONDA	UNITED KINGDOM		VINGO	
SHS	HONDA	UNITED KINGDOM	EUROPE	VININFO	
SJ1	SIEVERING	GERMANY	EUROPE	KBA	
SJ2	SACKMANN, MARIO	GERMANY	EUROPE	KBA	
SJ3	SCHMIES	GERMANY	EUROPE	KBA	
SJ5	STREUMASTER	GERMANY	EUROPE	KBA	
SJA	BENTLEY	UNITED KINGDOM	EUROPE	VININFO	
SJB	BRIAN JAMES	GERMANY	EUROPE	KBA	
SJF	PURPLE LINE	GERMANY	EUROPE	KBA	
SJK	NISSAN	SWITZERLAND	EUROPE	VININFO	
SJN	NISSAN	SWITZERLAND		VININFO	
SJR	SCOMADI	GERMANY	EUROPE	KBA	
SJV	HANWAY	GERMANY	EUROPE	KBA	
SKA	VAUXHALL	UNITED KINGDOM		VINGO	
SKB	KEL-BERG TRAILERS & TRUCKS			WIKI	
SKF	OPEL	UNITED KINGDOM		VININFO	
SKL	ANAIG (UK) TECHNOLOGY LTD			WIKI	
SL5	SOR LIBCHAVY			WIKI	
SLA	ROLLS-ROYCE	UNITED KINGDOM	EUROPE	VINGO	
SLB	BENFORD	GERMANY	EUROPE	KBA	
SLC	THWAITES	GERMANY	EUROPE	KBA	
SLF	UK MODEN	GERMANY	EUROPE	KBA	
SLG	MCMURTRY AUTOMOTIVE			WIKI	
SLJ	LUQI	GERMANY	EUROPE	KBA	
SLN	NIFTYLIFT			WIKI	
SLP	JC BAMFORD EXCAVATORS LTD.			WIKI	
SLV	VOLVO BUS			WIKI	
SMF	FERMEC	GERMANY	EUROPE	KBA	
SMM	MATCHLESS	GERMANY	EUROPE	KBA	
SMN	NORTON	GERMANY	EUROPE	KBA	
SMR	MONTRACON (TRUCK TRAILER)			WIKI	
SMT	TRIUMPH	UNITED KINGDOM	EUROPE	VININFO	
SMW	CARTWRIGHT (TRUCK TRAILER)			WIKI	
SMX	GRAY & ADAMS (TRUCK TRAILER)			WIKI	
SMZ	CCM	GERMANY	EUROPE	KBA	
SN1	FAHRZEUGW.OLBERNHAU	GERMANY	EUROPE	KBA	
SN2	KAROSSERIEWERKE	GERMANY	EUROPE	KBA	
SN3	STANZ-U.EMAILLIERW.	GERMANY	EUROPE	KBA	
SN4	BAU WITTENBERGE	GERMANY	EUROPE	KBA	
SN7	FAHRZEUGWERK GRUBE	GERMANY	EUROPE	KBA	
SNB	VEB	GERMANY	EUROPE	KBA	
SNE	JEEP			VININFO	
SNL	IFA-AUTOMOBILW.	GERMANY	EUROPE	KBA	
SNR	ROBUR	GERMANY	EUROPE	KBA	
SNS	FAHRZ.U.JAGDW-W.SUHL	GERMANY	EUROPE	KBA	
SNT	HONDA			VININFO	
SNZ	MZ MOTORENWERKE	GERMANY	EUROPE	KBA	
SPA	TIER	GERMANY	EUROPE	KBA	
SPB	DIGITAL	GERMANY	EUROPE	KBA	
SPE	STREETSCOOTER ENGINEERING	GERMANY	EUROPE	KBA	
SPF	SILOKING MAYER	GERMANY	EUROPE	KBA	
SPG	SEVIC	GERMANY	EUROPE	KBA	
SPK	KOBER	GERMANY	EUROPE	KBA	
SPS	SCHMID,HAAG	GERMANY	EUROPE	KBA	
ST1	FWD CORP.	GERMANY	EUROPE	KBA	
ST2	FWD CORP.	GERMANY	EUROPE	KBA	
ST3	CALABRESE (TRUCK TRAILER)			WIKI	
ST4	STRASSMAYR	GERMANY	EUROPE	KBA	
STE	TOYOTA			VININFO	
SU9	SOLARIS BUS & COACH			VININFO	
SUA	AUTOSAN			WIKI	
SUB	TRAMP TRAIL (TRAILER)			WIKI	
SUC	WIOLA (TRAILER)			WIKI	
SUD	WIELTON	GERMANY	EUROPE	KBA	
SUE	BOSMAL			WIKI	
SUF	FIAT AUTO POLAND / FSM	POLAND		VININFO	
SUG	MEGA TRAILERS (TRUCK TRAILER) (POLAND)			WIKI	
SUJ	JELCZ AUTOMOBIL.	GERMANY	EUROPE	KBA	
SUL	DAEWOO POLAND / FSO			VININFO	
SUM	METAL-FACH SP. Z O.O.			WIKI	
SUN	POL-MOT-FSD	GERMANY	EUROPE	KBA	
SUP	DAEWOO POLAND / FSO			VININFO	
SUR	LAND ROVER			VININFO	
SUS	FABRYKA SAMOCHODÓW CIĘŻAROWYCH „STAR”			WIKI	
SUU	SOLARIS	GERMANY	EUROPE	KBA	
SUZ	ZASLAW	GERMANY	EUROPE	KBA	
SV3	TOMPLAN	GERMANY	EUROPE	KBA	
SV9	ZAKLADY ROWEROWE	GERMANY	EUROPE	KBA	
SVE	GOVECS	GERMANY	EUROPE	KBA	
SVH	ZASLAW	GERMANY	EUROPE	KBA	
SVM	FEBER	GERMANY	EUROPE	KBA	
SVR	SOGEWALOT	GERMANY	EUROPE	KBA	
SVS	BODEX (TRUCK TRAILER)			WIKI	
SW0	THOMAS TRAILERS	GERMANY	EUROPE	KBA	
SW3	MOBI HOUSE	GERMANY	EUROPE	KBA	
SW9	SOLBUS			WIKI	
SWH	TEMA	GERMANY	EUROPE	KBA	
SWN	ZAKLADY SPRZETU	GERMANY	EUROPE	KBA	
SWR	WEEKEND TRAILERS (TRAILERS)			WIKI	
SWV	TA-NO (POLAND)			WIKI	
SWZ	ZREMB	GERMANY	EUROPE	KBA	
SX7	ARTHUR BUS	GERMANY	EUROPE	KBA	
SX9	GRAS (TRUCK TRAILER)			WIKI	
SXA	AGROMET	GERMANY	EUROPE	KBA	
SXE	SORELPOL	GERMANY	EUROPE	KBA	
SXM	MELEX SP. Z O.O.			WIKI	
SXX	MARTZ	GERMANY	EUROPE	KBA	
SXY	WECON (TRUCK TRAILER)			WIKI	
SY1	NESO BUS (PAK-PCE POLSKI AUTOBUS WODOROWY)			WIKI	
SY9	NANCY CHEVAL	GERMANY	EUROPE	KBA	
SYB	RYDWAN (TRAILER)			WIKI	
SYC	OMAG	GERMANY	EUROPE	KBA	
SYG	GNIOTPOL, GT TRAILERS SP. Z O. O. (TRUCK TRAILER)			WIKI	
SYM	UNITRAILER	GERMANY	EUROPE	KBA	
SZ9	RAFAL NOWAK	GERMANY	EUROPE	KBA	
SZA	SCANIA	SWEDEN		VINGO	
SZB	PRONAR	GERMANY	EUROPE	KBA	
SZC	VECTRIX (MOTORCYCLE)			WIKI	
SZD	ARKUS&ROMET	GERMANY	EUROPE	KBA	
SZH	BWW			WIKI	
SZL	BORO TRAILERS			WIKI	
SZN	PRZYCZEPY GŁOWACZ (TRAILER)			WIKI	
SZR	FABRYKA PRZYCZEP	GERMANY	EUROPE	KBA	
T01	TWG WEILER	GERMANY	EUROPE	KBA	
T02	TWA	GERMANY	EUROPE	KBA	
T03	FAHRZEUGBAU	GERMANY	EUROPE	KBA	
T04	TEUPEN,MASCHINENBAU	GERMANY	EUROPE	KBA	
T06	THALER	GERMANY	EUROPE	KBA	
T07	TRASCO	GERMANY	EUROPE	KBA	
T08	BAHNEN	GERMANY	EUROPE	KBA	
T09	TRESER	GERMANY	EUROPE	KBA	
T10	TITAN	GERMANY	EUROPE	KBA	
T11	HORZ	GERMANY	EUROPE	KBA	
T12	TEC CARAVAN	GERMANY	EUROPE	KBA	
T13	TRIGEFA	GERMANY	EUROPE	KBA	
T14	TIGER	GERMANY	EUROPE	KBA	
T15	TAB	GERMANY	EUROPE	KBA	
T16	TROEGER	GERMANY	EUROPE	KBA	
T17	TAMHART	GERMANY	EUROPE	KBA	
T18	TBV	GERMANY	EUROPE	KBA	
T19	TECNOSTAHL	GERMANY	EUROPE	KBA	
T20	THIEL	GERMANY	EUROPE	KBA	
T21	TONNE	GERMANY	EUROPE	KBA	
T22	TOLLENSE	GERMANY	EUROPE	KBA	
T23	TECNO	GERMANY	EUROPE	KBA	
T24	TATGENHORST	GERMANY	EUROPE	KBA	
T25	TROPPMANN	GERMANY	EUROPE	KBA	
T26	TANG,KARL	GERMANY	EUROPE	KBA	
T27	TOENNIES	GERMANY	EUROPE	KBA	
T28	TIMKER	GERMANY	EUROPE	KBA	
T29	THUENEMANN	GERMANY	EUROPE	KBA	
T30	TEBBE	GERMANY	EUROPE	KBA	
T31	TREIBEL	GERMANY	EUROPE	KBA	
T32	TRAUTWEIN	GERMANY	EUROPE	KBA	
T33	TREFZGER & BERGER	GERMANY	EUROPE	KBA	
T34	THOMAS	GERMANY	EUROPE	KBA	
T35	TRANSVARIO	GERMANY	EUROPE	KBA	
T36	TROULLIER	GERMANY	EUROPE	KBA	
T37	TECHART	GERMANY	EUROPE	KBA	
T38	TAW	GERMANY	EUROPE	KBA	
T39	FAHRZEUGBAU	GERMANY	EUROPE	KBA	
T3C	LOHR BACKA TOPOLA (TRUCK TRAILER) (SERBIA)			WIKI	
T40	T & T FAHRZEUG	GERMANY	EUROPE	KBA	
T41	TREUTLER	GERMANY	EUROPE	KBA	
T42	TUPAK	GERMANY	EUROPE	KBA	
T43	THORRY	GERMANY	EUROPE	KBA	
T44	TIRSAN	GERMANY	EUROPE	KBA	
T45	TRIKETEC	GERMANY	EUROPE	KBA	
T46	TS INDUSTRIE	GERMANY	EUROPE	KBA	
T47	TOENIES,ASCHEBERG	GERMANY	EUROPE	KBA	
T48	TIMA	GERMANY	EUROPE	KBA	
T49	THUNDERBIKE	GERMANY	EUROPE	KBA	
T50	TETEO	GERMANY	EUROPE	KBA	
T51	TUNGER	GERMANY	EUROPE	KBA	
T52	TERRA SELECT	GERMANY	EUROPE	KBA	
T53	TTE TUK TUK EUROPA	GERMANY	EUROPE	KBA	
T54	TEGEDER	GERMANY	EUROPE	KBA	
T55	TEMPUS	GERMANY	EUROPE	KBA	
T56	TIGGES	GERMANY	EUROPE	KBA	
T57	TBZ	GERMANY	EUROPE	KBA	
T58	TAMKE	GERMANY	EUROPE	KBA	
T59	TISCHER	GERMANY	EUROPE	KBA	
T60	TRASCO	GERMANY	EUROPE	KBA	
T61	THIEM	GERMANY	EUROPE	KBA	
T62	TERRA SELECT	GERMANY	EUROPE	KBA	
T63	TREFFLER	GERMANY	EUROPE	KBA	
T64	TOMOBIL	GERMANY	EUROPE	KBA	
T7A	EBUSCO (NETHERLANDS)			WIKI	
TA1	RAFAL NOWAK	GERMANY	EUROPE	KBA	
TA9	TREMOLA	GERMANY	EUROPE	KBA	
TAB	AGCO	GERMANY	EUROPE	KBA	
TAC	QUADRO	GERMANY	EUROPE	KBA	
TAD	BMC	GERMANY	EUROPE	KBA	
TAF	AUREUSDRIVE	GERMANY	EUROPE	KBA	
TAH	AEBI	GERMANY	EUROPE	KBA	
TAM	GDELS-MOWAG	GERMANY	EUROPE	KBA	
TAP	POLARIS	GERMANY	EUROPE	KBA	
TAW	NAW NUTZFAHRZEUGGESELLSCHAFT ARBON & WETZIKON AG (SWITZERLAND)			WIKI	
TB1	BELINA	GERMANY	EUROPE	KBA	
TB9	BIMOTA	GERMANY	EUROPE	KBA	
TBB	BIKEBOARD	GERMANY	EUROPE	KBA	
TBD	VRBIKES	GERMANY	EUROPE	KBA	
TBM	INTERCYCLE	GERMANY	EUROPE	KBA	
TBS	BOSCHUNG	GERMANY	EUROPE	KBA	
TBW	STÖCKLI	GERMANY	EUROPE	KBA	
TC3	CHRYSLER			VININFO	
TC9	FAB DESIGN	GERMANY	EUROPE	KBA	
TCC	MICRO COMPACT CAR AG (SMART 1998-1999)	SWITZERLAND		VININFO	
TCK	KYBURZ	GERMANY	EUROPE	KBA	
TCL	LYRIC	GERMANY	EUROPE	KBA	
TCP	PERAVES	GERMANY	EUROPE	KBA	
TCS	TRIKON	GERMANY	EUROPE	KBA	
TDD	DOLPHIN	GERMANY	EUROPE	KBA	
TDM	QUANTYA SWISS ELECTRIC MOVEMENT			VININFO	
TE9	BUCHER-GUYER	GERMANY	EUROPE	KBA	
TEB	BUCHER	GERMANY	EUROPE	KBA	
TEM	TWIKE (SWISSLEM AG) (SWITZERLAND)			WIKI	
TEX	TEREX MATERIAL	GERMANY	EUROPE	KBA	
TFA	AMMANN	GERMANY	EUROPE	KBA	
TFH	FHS	GERMANY	EUROPE	KBA	
TFY	BIKETEC	GERMANY	EUROPE	KBA	
TGG	GRUETER+GUT	GERMANY	EUROPE	KBA	
TGL	CLEVERTRAILER	GERMANY	EUROPE	KBA	
TGM	VELOBAZE	GERMANY	EUROPE	KBA	
TH9	HESS AG (BUS, TROLLEYBUS) (SWITZERLAND)			WIKI	
TJ3	ANTIP	GERMANY	EUROPE	KBA	
TJ5	VEZEKO	GERMANY	EUROPE	KBA	
TJW	VELOREXPORT	GERMANY	EUROPE	KBA	
TK4	DOOSAN	GERMANY	EUROPE	KBA	
TK9	SOR			VININFO	
TKK	KAROSA	GERMANY	EUROPE	KBA	
TKL	BSS BRANDYS	GERMANY	EUROPE	KBA	
TKM	MARO	GERMANY	EUROPE	KBA	
TKP	BSS BRANDYS	GERMANY	EUROPE	KBA	
TKR	ORLICAN	GERMANY	EUROPE	KBA	
TKS	SKODA	CZECH REPUBLIC		VINGO	
TKX	AGADOS	GERMANY	EUROPE	KBA	
TKY	BSS BRANDYS	GERMANY	EUROPE	KBA	
TL1	TOMPLAN	GERMANY	EUROPE	KBA	
TLB	JIKOV	GERMANY	EUROPE	KBA	
TLG	GDF	GERMANY	EUROPE	KBA	
TLJ	JAWA	GERMANY	EUROPE	KBA	
TLV	POVAZSKE-JAWA	GERMANY	EUROPE	KBA	
TLZ	CZM	GERMANY	EUROPE	KBA	
TM9	ŠKODA TROLLEYBUSES			VININFO	
TMA	HYUNDAI	CZECH REPUBLIC		VININFO	
TMB	SKODA	CZECH REPUBLIC		VININFO	
TMC	HYUNDAI	IRELAND	EUROPE	VINGO	
TMD	SKODA	CZECH REPUBLIC		VINGO	
TMK	KAROSA			VININFO	
TMP	ŠKODA TROLLEYBUSES	CZECH REPUBLIC		VININFO	
TMS	SKODA	CZECH REPUBLIC		VINGO	
TMT	TATRA			VININFO	
TMW	SKODA	CZECH REPUBLIC		VINGO	
TMX	SKODA	CZECH REPUBLIC		VINGO	
TN9	KAROSA			VININFO	
TNA	DAEWOO AVIA	GERMANY	EUROPE	KBA	
TNB	SKODA			VININFO	
TNE	TAZ			WIKI	
TNF	KAROSA	GERMANY	EUROPE	KBA	
TNG	LIAZ	GERMANY	EUROPE	KBA	
TNK	KAROSA	GERMANY	EUROPE	KBA	
TNL	SKODA	CZECH REPUBLIC		VINGO	
TNS	SKODA	CZECH REPUBLIC		VINGO	
TNT	TATRA	GERMANY	EUROPE	KBA	
TNU	TATRA	GERMANY	EUROPE	KBA	
TNY	SKODA	CZECH REPUBLIC		VINGO	
TRA	IKARUS BUS			VININFO	
TRC	CSEPEL	GERMANY	EUROPE	KBA	
TRE	RÁKOS BUS			WIKI	
TRK	CREDO BUS/KRAVTEX (HUNGARY)			WIKI	
TRR	RÁBA BUS (HUNGARY)			WIKI	
TRU	AUDI	HUNGARY	EUROPE	VININFO	
TS9	TEUPEN	GERMANY	EUROPE	KBA	
TSB	IKARUS BUS			WIKI	
TSC	VIN ASSIGNED BY THE NATIONAL TRANSPORT AUTHORITY OF HUNGARY			WIKI	
TSE	IKARUS EGYEDI AUTOBUSZGYAR			VININFO	
TSF	ALFABUSZ (HUNGARY)			WIKI	
TSM	SUZUKI	HUNGARY		VININFO	
TSN	BABO	GERMANY	EUROPE	KBA	
TSP	LINAMAR	GERMANY	EUROPE	KBA	
TSY	KEEWAY	GERMANY	EUROPE	KBA	
TT9	IKARUS EGYEDI AUTOBUSZ GYARTO KFT. / MAGYAR AUTÓBUSZGYÁRTÓ KFT. / MABI (HUNGARY)			WIKI	
TW0	CAETANOBUS (PORTUGAL)			WIKI	
TW1	TOYOTA	PORTUGAL		VINGO	
TW2	FORD	PORTUGAL		VINGO	
TW3	RENAULT			VINGO	
TW4	UMM (PORTUGAL)			WIKI	
TW6	CITROEN			VINGO	
TW7	ROVER	PORTUGAL		VINGO	
TW8	GENERAL MOTORS DE PORTUGAL LDA			WIKI	
TWG	CAETANOBUS	GERMANY	EUROPE	KBA	
TX5	MINI	PORTUGAL		VINGO	
TX9	CONSTRUCOES PLUMA	GERMANY	EUROPE	KBA	
TY1	MITSUBISHI	JAPAN		VINGO	
TYA	MITSUBISHI FUSO	JAPAN		VINGO	
TYB	MITSUBISHI	JAPAN	EUROPE	VININFO	
TZA	EBUSCO	GERMANY	EUROPE	KBA	
U01	UELZENER MASCHINEN	GERMANY	EUROPE	KBA	
U02	UNSINN,LEONHARD	GERMANY	EUROPE	KBA	
U03	UHRICH	GERMANY	EUROPE	KBA	
U04	UNTERHOLZNER	GERMANY	EUROPE	KBA	
U05	ULRICH	GERMANY	EUROPE	KBA	
U06	UNSINN,H.	GERMANY	EUROPE	KBA	
U07	QUAPPE	GERMANY	EUROPE	KBA	
U08	UNRUH	GERMANY	EUROPE	KBA	
U09	UZTRAILER	GERMANY	EUROPE	KBA	
U10	ULLRICH & NUHN	GERMANY	EUROPE	KBA	
U11	URBAN,BAUMGARTEN	GERMANY	EUROPE	KBA	
U12	UNO MOTORRADTECHNIK	GERMANY	EUROPE	KBA	
U13	US66	GERMANY	EUROPE	KBA	
U14	QUARTA	GERMANY	EUROPE	KBA	
U1A	SANOS (NORTH MACEDONIA)			WIKI	
U1V	VDL VAN HOOL MACEDONIA (NORTH MACEDONIA)			WIKI	
U59	ASKO	GERMANY	EUROPE	KBA	
U5Y	KIA	SLOVAKIA	EUROPE	VININFO	
U69	NOVOPLAN (BUS) (SLOVAKIA)			WIKI	
U6A	GRANUS (BUS) (SLOVAKIA)			WIKI	
U6Y	KIA	SLOVAKIA		VININFO	
UA1	AUSA	GERMANY	EUROPE	KBA	
UA2	IVECO	SPAIN		VINGO	
UA4	IRIZAR E-MOBILITY (SPAIN)			WIKI	
UBM	TORROT	GERMANY	EUROPE	KBA	
UCX	VERTIGO	GERMANY	EUROPE	KBA	
UCY	SCUTUM	GERMANY	EUROPE	KBA	
UD3	GRANALU TRUCK TRAILERS (BELGIUM)			WIKI	
UDN	WIN LIFE	GERMANY	EUROPE	KBA	
UDP	GASGAS	GERMANY	EUROPE	KBA	
UH1	COMBI-CAMP	GERMANY	EUROPE	KBA	
UH2	THULE	GERMANY	EUROPE	KBA	
UH6	CAMP-LET	GERMANY	EUROPE	KBA	
UH7	VARIANT	GERMANY	EUROPE	KBA	
UH9	SCANIA			VINGO	
UHE	SCANVOGN	GERMANY	EUROPE	KBA	
UHL	CAMP-LET	GERMANY	EUROPE	KBA	
UHM	NILFISK-ADVANCE	GERMANY	EUROPE	KBA	
UJ1	DENKA LIFT	GERMANY	EUROPE	KBA	
UJG	GARIA APS - CLUB CAR (DENMARK)			WIKI	
UKG	KVERNELAND	GERMANY	EUROPE	KBA	
UKH	HARDI INTERNATIONAL A/S (AGRICULTURAL MACHINERY)			WIKI	
UKR	KRONINGS	GERMANY	EUROPE	KBA	
ULA	ASA-LIFT: VEGETABLE TECHNOLOGY SPECIALIST (AGRICULTURAL MACHINERY)			WIKI	
ULV	VIKING	GERMANY	EUROPE	KBA	
UMS	SAMSON	GERMANY	EUROPE	KBA	
UMT	MTDK A/S (TRUCK TRAILER) (DENMARK)			WIKI	
UN1	FORD			VINGO	
UN5	DOOSAN	GERMANY	EUROPE	KBA	
UN6	DOOSAN	GERMANY	EUROPE	KBA	
UN7	MCHALE	GERMANY	EUROPE	KBA	
UN9	GUMBUSTER	GERMANY	EUROPE	KBA	
UR2	URSUS	GERMANY	EUROPE	KBA	
USY	KIA			VININFO	
UU1	RENAULT	ROMANIA		VININFO	
UU2	OLTCIT			WIKI	
UU3	INTREPRINDEREA	GERMANY	EUROPE	KBA	
UU4	INTREPRINDEREA	GERMANY	EUROPE	KBA	
UU5	AUTOBUZUL WERKE	GERMANY	EUROPE	KBA	
UU6	DAEWOO ROMANIA			WIKI	
UU7	EURO BUS DIAMOND			WIKI	
UU9	ASTRA BUS			WIKI	
UUP	S.C. POP INDUSTRY	GERMANY	EUROPE	KBA	
UV9	ATP TRUCKS, ATP BUS			WIKI	
UVW	UMM (TRUCK TRAILER)			WIKI	
